 


Daily Averaged Summary
RIVERSIDE MUNI AP (CA)
WBAN ID: 03171
Lat/Lon/Elev: 33.9519/-117.4386/805ft.
 
Date,Max Hourly Temp (F),Min Hourly Temp (F),Mean Hourly Temp (F),Max Dew Point Temp (F),Min Dew Point Temp (F),Mean Dew Point Temp (F),Min RH (%),Max RH (%),Mean Pres (inHg),Mean Wind Speed (mph),Max Wind Speed (mph),Max Wind Gust (mph),Mean Wind Dir (deg),Total Precip (in),Max Hourly Precip (in),
2021-02-06,79,41,59.6,42,24,37.1,13,86,985.55,4.2,10,0,44.2,0.00,0.00,
2021-02-07,73,44,57.3,43,28,36.7,19,76,983.48,3.6,11,18,356.9,0.00,0.00,
2021-02-08,67,43,53.1,47,38,42.4,40,93,984.79,4.0,13,0,302.6,0.00,0.00,
2021-02-09,59,49,52.4,47,43,45.2,58,93,986.10,3.0,9,0,332.5,0.00,0.00,
2021-02-10,62,49,54.6,47,45,46.0,55,87,986.37,3.2,9,0,311.5,0.00,0.00,
2021-02-11,70,44,55.0,50,42,46.4,43,93,986.12,3.7,14,17,335.7,0.00,0.00,
2021-02-12,65,51,56.5,52,37,45.2,39,100,983.02,5.1,15,21,311.6,0.00,0.00,
2021-02-13,61,45,52.3,46,42,44.4,55,90,982.39,4.7,18,20,328.1,0.00,0.00,
2021-02-14,64,43,53.0,44,27,36.9,24,93,983.64,4.5,11,0,319.2,0.00,0.00,
2021-02-15,61,44,51.6,46,36,41.5,51,87,986.38,2.0,8,0,1.1,0.00,0.00,
2021-02-16,64,48,54.9,47,36,43.6,38,89,984.35,3.8,14,18,345.3,0.00,0.00,
2021-02-17,67,41,54.2,44,9,30.5,14,93,986.56,5.0,15,2323,6.2,0.00,0.00,
2021-02-18,68,49,58.0,25,6,13.0,9,40,995.14,8.3,22,32,14.7,0.00,0.00,
2021-02-19,72,42,56.0,36,17,26.5,13,58,992.43,4.3,11,0,19.7,0.00,0.00,
2021-02-20,67,42,55.8,39,16,29.7,16,73,989.94,6.2,20,29,24.9,0.00,0.00,
2021-02-21,71,55,62.1,21,14,17.5,12,26,994.81,9.6,15,30,39.7,0.00,0.00,
2021-02-22,79,49,64.0,25,17,19.4,10,34,991.55,7.4,14,26,55.9,0.00,0.00,
2021-02-23,81,48,62.3,34,24,27.9,13,44,986.52,5.4,16,0,19.5,0.00,0.00,
2021-02-24,76,48,60.7,40,17,33.2,16,57,986.60,4.7,17,30,M,0.00,0.00,
2021-02-25,69,46,59.2,12,-2,2.6,6,23,989.01,15.5,26,52,25.7,0.00,0.00,
2021-02-26,75,40,56.9,30,10,18.8,8,46,985.32,3.9,11,0,349.5,0.00,0.00,
2021-02-27,70,40,55.8,45,16,31.7,19,65,983.50,4.5,11,21,M,0.00,0.00,
2021-02-28,67,48,58.2,11,3,6.8,8,21,990.97,13.0,24,40,34.5,0.00,0.00,
2021-03-01,74,42,58.3,16,2,9.1,6,35,990.74,6.6,17,23,68.8,0.00,0.00,
2021-03-02,79,42,59.3,22,8,15.7,7,41,982.74,5.0,15,0,27.5,0.00,0.00,
2021-03-03,56,42,48.1,43,20,33.6,30,87,982.30,4.7,17,23,50.0,0.12,0.10,
2021-03-04,67,39,54.0,45,38,42.2,37,93,992.73,2.8,8,0,330.7,M,0.00,
2021-03-05,81,44,60.7,44,25,35.8,13,87,988.89,4.6,15,0,M,0.00,0.00,
2021-03-06,71,45,56.4,48,37,42.0,30,87,986.24,4.6,14,18,331.9,0.00,0.00,
2021-03-07,63,47,54.6,48,44,46.0,52,93,987.20,3.0,14,0,318.1,0.00,0.00,
2021-03-08,65,49,56.3,48,40,44.1,42,83,990.46,4.2,18,24,326.7,0.00,0.00,
2021-03-09,61,42,51.7,43,31,38.8,31,89,989.80,6.9,18,30,M,0.00,0.00,
2021-03-10,56,43,48.5,46,37,41.9,51,93,987.44,6.4,21,34,218.3,0.66,0.11,
2021-03-11,56,42,47.8,41,35,38.2,47,93,987.32,5.9,13,22,M,0.12,0.06,
2021-03-12,57,38,46.2,42,33,37.6,44,93,990.26,4.8,15,22,26.4,0.47,0.36,
2021-03-13,60,44,51.1,45,39,41.7,51,82,993.43,3.0,9,0,M,0.00,0.00,
2021-03-14,60,48,53.3,47,40,44.1,51,87,992.06,4.5,13,0,M,0.00,0.00,
2021-03-15,52,42,48.2,48,33,41.8,50,94,984.67,6.0,22,31,298.8,0.08,0.05,
2021-03-16,59,37,47.5,39,32,35.3,37,89,987.05,3.3,8,0,348.9,0.00,0.00,
2021-03-17,68,41,53.2,44,37,40.0,33,87,988.80,4.1,11,16,336.4,0.00,0.00,
2021-03-18,70,44,56.8,46,42,44.3,38,93,989.46,3.5,13,0,327.2,0.00,0.00,
2021-03-19,74,46,59.1,53,41,46.6,37,94,989.75,4.8,18,23,330.1,0.00,0.00,
2021-03-20,67,51,57.8,53,41,47.4,40,94,989.55,4.3,14,0,M,0.00,0.00,
2021-03-21,66,44,54.6,43,34,39.4,34,87,987.62,6.2,17,26,308.9,M,M,
2021-03-22,70,42,55.3,43,33,38.4,28,79,987.43,4.2,14,21,327.4,0.00,0.00,
2021-03-23,68,46,55.5,44,16,39.7,19,87,981.45,7.0,21,29,M,0.00,0.00,
2021-03-24,72,52,61.3,34,14,20.1,12,50,983.36,11.2,18,33,340.6,0.00,0.00,
2021-03-25,62,46,53.0,44,35,39.3,39,77,981.08,6.4,15,21,291.0,0.00,0.00,
2021-03-26,69,48,55.4,43,33,40.6,26,81,985.40,6.0,21,28,311.1,0.00,0.00,
2021-03-27,80,44,62.6,42,18,32.5,9,81,992.05,4.9,13,22,351.1,0.00,0.00,
2021-03-28,89,47,68.4,36,21,28.5,8,61,990.04,4.9,17,0,M,0.00,0.00,
2021-03-29,84,51,66.4,48,28,36.2,13,77,982.12,4.6,16,29,357.6,0.00,0.00,
2021-03-30,85,50,65.1,49,12,38.8,8,94,983.95,5.2,18,25,M,0.00,0.00,
2021-03-31,85,54,70.5,31,8,13.4,6,38,987.92,8.0,21,31,50.8,0.00,0.00,
2021-04-01,84,59,72.3,29,8,18.1,6,29,982.92,4.7,11,0,26.0,0.00,0.00,
2021-04-02,81,51,64.6,51,28,38.6,19,77,986.13,4.7,14,22,M,0.00,0.00,
2021-04-03,83,49,64.3,50,32,44.1,16,87,988.80,4.1,15,20,316.2,0.00,0.00,
2021-04-04,84,48,65.4,47,32,40.5,16,71,986.97,4.2,11,17,318.9,0.00,0.00,
2021-04-05,76,51,61.8,50,43,46.5,34,82,983.62,5.9,16,22,M,0.00,0.00,
2021-04-06,76,51,61.7,51,47,49.2,36,88,985.07,4.1,10,0,M,0.00,0.00,
2021-04-07,83,53,66.1,51,36,47.5,19,82,987.10,4.1,17,17,M,0.00,0.00,
2021-04-08,79,53,64.7,51,45,47.3,31,82,985.32,4.2,13,22,329.1,0.00,0.00,
2021-04-09,81,51,64.8,50,43,47.0,26,82,983.97,4.3,13,20,304.7,0.00,0.00,
2021-04-10,81,53,65.0,51,46,48.4,32,82,981.46,4.2,11,21,314.3,0.00,0.00,
2021-04-11,78,52,63.1,53,47,50.8,32,100,978.50,5.7,15,18,289.7,0.00,0.00,
2021-04-12,72,55,60.0,52,50,50.7,46,89,980.17,6.3,14,0,M,0.00,0.00,
2021-04-13,64,55,58.3,50,47,48.7,56,82,982.21,5.4,13,18,M,M,0.00,
2021-04-14,66,51,57.1,49,42,44.6,42,82,984.65,6.1,16,24,M,0.00,0.00,
2021-04-15,71,45,57.0,48,40,43.6,31,87,985.41,4.8,16,25,M,0.00,0.00,
2021-04-16,75,47,60.3,49,41,45.3,31,87,983.52,5.0,16,22,M,0.00,0.00,
2021-04-17,80,50,62.5,51,44,48.3,28,87,983.95,5.3,17,22,308.6,0.00,0.00,
2021-04-18,85,51,69.5,49,5,28.0,5,82,985.91,6.9,18,33,22.8,0.00,0.00,
2021-04-19,90,52,70.8,42,20,31.7,8,50,985.14,6.9,18,26,331.3,0.00,0.00,
2021-04-20,80,53,62.9,50,37,45.7,24,82,982.31,5.4,13,23,315.8,0.00,0.00,
2021-04-21,67,55,58.7,48,43,46.6,46,77,982.07,5.3,13,22,M,0.00,0.00,
2021-04-22,63,54,57.5,49,47,48.3,55,82,983.93,7.6,17,0,M,0.00,0.00,
2021-04-23,66,54,58.7,49,45,48.3,49,82,986.40,5.7,14,0,M,0.00,0.00,
2021-04-24,70,53,59.8,50,46,48.7,43,82,985.37,4.9,15,17,308.5,0.00,0.00,
2021-04-25,70,52,59.4,50,43,47.2,40,88,M,7.1,16,26,M,M,M,
2021-04-26,66,50,56.8,46,40,42.9,37,77,M,9.6,16,22,256.7,M,M,
2021-04-27,68,50,57.3,44,38,42.0,35,82,M,5.6,16,23,M,M,M,
2021-04-28,86,45,67.6,44,21,34.4,10,87,987.59,6.6,17,25,334.5,0.00,0.00,
2021-04-29,96,54,75.6,39,23,32.9,7,54,988.98,6.3,17,26,359.7,M,0.00,
2021-04-30,97,58,78.2,44,29,35.6,9,46,986.76,6.2,17,28,335.7,0.00,0.00,
2021-05-01,84,57,67.5,53,38,47.7,20,82,983.20,5.1,16,22,M,0.00,0.00,
2021-05-02,71,56,61.5,51,46,49.6,41,88,980.60,4.8,13,18,M,0.00,0.00,
2021-05-03,85,53,67.9,52,41,47.8,21,88,980.75,7.6,23,31,280.3,0.00,0.00,
2021-05-04,90,56,71.6,53,41,48.4,18,82,982.93,5.1,17,24,315.3,0.00,0.00,
2021-05-05,89,58,72.1,55,41,48.6,19,82,983.84,5.8,15,22,300.4,0.00,0.00,
2021-05-06,81,57,64.9,55,51,53.7,35,94,986.03,7.6,17,25,274.0,0.00,0.00,
2021-05-07,77,57,64.0,53,50,52.0,39,82,984.87,6.0,16,23,M,0.00,0.00,
2021-05-08,78,58,65.1,52,49,51.0,37,82,983.26,5.5,14,0,304.9,0.00,0.00,
2021-05-09,75,56,62.5,53,51,52.6,45,88,982.66,6.0,13,17,M,0.00,0.00,
2021-05-10,73,56,62.7,53,51,51.9,47,88,982.36,M,M,18,M,0.00,0.00,
2021-05-11,82,54,64.2,55,50,53.1,37,94,983.25,5.7,16,20,M,0.00,0.00,
2021-05-12,83,57,66.6,56,53,54.8,38,94,985.82,6.8,21,28,291.0,0.00,0.00,
2021-05-13,78,56,65.3,56,53,54.2,45,94,986.02,7.1,16,22,278.8,0.00,0.00,
2021-05-14,79,56,63.4,54,48,52.4,34,94,984.51,6.0,15,21,M,0.00,0.00,
2021-05-15,71,57,61.8,52,48,50.7,46,82,983.14,6.5,18,25,286.2,0.00,0.00,
2021-05-16,67,56,60.4,51,48,49.6,56,82,984.92,7.8,16,24,M,0.00,0.00,
2021-05-17,67,56,60.8,53,49,51.5,56,88,986.56,5.4,11,16,M,0.00,0.00,
2021-05-18,78,58,65.5,54,51,52.7,39,82,983.95,6.1,14,26,M,0.00,0.00,
2021-05-19,77,54,64.2,55,51,53.4,41,94,981.89,6.5,15,22,293.1,0.00,0.00,
2021-05-20,72,56,62.8,54,48,50.9,43,82,981.04,7.3,17,22,291.2,0.00,0.00,
2021-05-21,72,53,60.0,49,28,40.4,20,77,984.05,7.7,21,31,300.6,M,M,
2021-05-22,71,51,59.6,46,36,43.2,31,82,987.43,6.8,21,28,M,0.00,0.00,
2021-05-23,77,50,64.0,47,36,43.7,24,82,987.96,6.1,15,22,316.6,0.00,0.00,
2021-05-24,94,54,74.2,47,28,38.5,10,72,984.82,5.3,20,30,347.4,0.00,0.00,
2021-05-25,91,60,75.4,53,34,40.7,15,68,983.82,6.6,21,32,M,0.00,0.00,
2021-05-26,85,56,70.0,55,43,51.1,23,88,985.74,6.2,18,24,M,0.00,0.00,
2021-05-27,79,55,65.1,53,44,50.1,30,94,986.90,6.1,16,20,M,0.00,0.00,
2021-05-28,81,54,66.0,53,48,51.5,32,94,984.37,6.3,15,0,M,0.00,0.00,
2021-05-29,78,56,64.1,53,52,52.8,39,94,982.64,6.3,15,22,M,0.00,0.00,
2021-05-30,79,58,65.6,54,52,53.3,42,88,981.83,6.3,15,21,M,0.00,0.00,
2021-05-31,84,56,68.0,55,53,54.5,35,94,983.95,6.8,15,21,281.4,0.00,0.00,
2021-06-01,90,58,70.6,57,55,56.2,32,94,984.13,6.5,16,22,286.4,0.00,0.00,
2021-06-02,89,59,71.7,58,52,55.3,30,88,981.85,6.8,15,23,287.7,0.00,0.00,
2021-06-03,89,59,70.6,57,54,55.8,31,82,981.97,6.6,16,23,286.5,0.00,0.00,
2021-06-04,87,59,71.0,55,52,54.3,29,82,983.64,5.9,17,22,298.2,0.00,0.00,
2021-06-05,85,57,69.0,56,46,52.4,28,88,983.44,7.0,15,23,288.7,0.00,0.00,
2021-06-06,79,57,64.7,54,50,52.0,38,88,982.56,7.4,17,25,M,0.00,0.00,
2021-06-07,71,57,61.9,53,51,52.0,53,82,983.22,6.7,17,17,M,0.00,0.00,
2021-06-08,78,55,65.0,51,47,49.1,34,82,986.05,7.1,15,21,276.6,0.00,0.00,
2021-06-09,80,57,66.6,52,39,46.9,28,82,987.68,5.9,21,31,319.2,0.00,0.00,
2021-06-10,80,53,67.1,48,31,40.7,18,77,987.16,5.9,17,23,312.1,0.00,0.00,
2021-06-11,87,56,71.5,47,35,42.4,16,62,983.29,5.8,17,22,M,0.00,0.00,
2021-06-12,94,59,75.4,48,28,42.4,11,63,981.00,5.9,20,24,M,0.00,0.00,
2021-06-13,95,59,76.5,51,36,44.4,15,59,982.13,5.5,17,23,304.6,0.00,0.00,
2021-06-14,99,61,80.6,55,41,48.3,15,63,982.31,5.5,17,24,M,0.00,0.00,
2021-06-15,103,67,85.7,58,43,51.8,13,68,980.87,4.0,10,16,312.6,M,0.00,
2021-06-16,95,69,80.3,58,54,56.8,28,64,980.43,4.9,15,22,306.1,0.00,0.00,
2021-06-17,97,68,81.1,59,50,56.8,22,69,979.03,6.2,16,21,297.0,0.00,0.00,
2021-06-18,93,67,76.5,60,57,59.2,30,78,978.58,7.2,14,20,266.9,0.00,0.00,
2021-06-19,92,64,76.6,60,55,58.3,30,83,978.75,6.5,17,22,284.3,0.00,0.00,
2021-06-20,91,63,74.1,60,50,56.6,26,83,981.22,6.5,15,23,288.9,0.00,0.00,
2021-06-21,93,60,74.4,58,49,54.9,23,88,983.99,5.8,13,21,287.1,0.00,0.00,
2021-06-22,89,60,73.7,58,50,55.2,27,88,982.67,5.9,16,23,284.3,0.00,0.00,
2021-06-23,90,65,74.0,58,54,55.8,30,77,983.48,7.7,18,24,275.9,0.02,0.02,
2021-06-24,87,61,71.5,57,52,54.5,29,83,985.15,8.1,16,22,M,0.00,0.00,
2021-06-25,87,59,73.6,55,51,53.8,29,82,983.00,4.8,15,24,306.1,0.00,0.00,
2021-06-26,95,63,77.5,58,51,55.2,25,73,979.38,5.0,16,23,M,0.00,0.00,
2021-06-27,97,67,78.7,60,57,58.3,27,73,976.25,6.2,16,23,287.3,0.00,0.00,
2021-06-28,98,65,78.0,61,59,60.1,29,83,976.25,6.5,17,25,286.6,M,M,
2021-06-29,90,64,73.7,63,61,60.9,38,88,M,6.7,14,21,281.9,M,M,
2021-06-30,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,
,
Information is valid from midnight to midnight and for local standard time.,
"M" = Missing,
"NC" = Not Calculated,

Midwestern Regional Climate Center,
cli-MATE: MRCC Application Tools Environment,
Generated at: 6/30/2021 4:49:41 PM CDT,

